Taxonomic Identification,Phylum or Class,Date,Station Number,Depth (m),Actual Count,Density (cells/mL),Biovolume (cubic micrometers/mL),Cell Volume (cubic micrometers/cell)
Heterocapsa rotundata,DINOPHYCEAE,7/20/2018,36.0,2,3,35.06488,826.19598,23.56193
Karenia sp.,DINOPHYCEAE,7/20/2018,36.0,2,1,11.68829,37784.69627,3232.69611
Unknown Dinoflagellate,DINOPHYCEAE,7/20/2018,36.0,2,1,11.68829,5483.49334,469.14411
Unknown Raphidophyte,RAPHIDOPHYCEAE,7/20/2018,36.0,2,1,712.98582,10079.59099,14.13716
Actinocyclus sp.,BACILLARIOPHYTA,8/3/2018,18.0,2,1,6.02523,34071.85686,5654.86200
Chaetoceros spp.,BACILLARIOPHYTA,8/3/2018,18.0,2,2,12.05046,1419.66070,117.80963
Nitzschia spp.,BACILLARIOPHYTA,8/3/2018,18.0,2,3,18.07570,2846.92224,157.50000
Paralia sulcata,BACILLARIOPHYTA,8/3/2018,18.0,2,2,12.05046,5725.96483,475.16549
Pseudo-nitzschia sp.,BACILLARIOPHYTA,8/3/2018,18.0,2,1,6.02523,445.86719,74.00000
Thalassiosira eccentrica,BACILLARIOPHYTA,8/3/2018,18.0,2,1,6.02523,103412.81777,17163.29157
Thalassiosira spp.,BACILLARIOPHYTA,8/3/2018,18.0,2,16,96.40372,24228.87599,251.32720
Unknown Diatom,BACILLARIOPHYTA,8/3/2018,18.0,2,6,1283.37447,18143.26378,14.13716
Unknown Diatom,BACILLARIOPHYTA,8/3/2018,18.0,2,96,578.42230,34071.85686,58.90481
Unknown Diatom,BACILLARIOPHYTA,8/3/2018,18.0,2,1,0.40000,75.21041,188.02416
Pyramimonas longicauda,CHLOROPHYTA,8/3/2018,18.0,2,2,12.05046,2220.98030,184.30661
Pyramimonas spp.,CHLOROPHYTA,8/3/2018,18.0,2,2,14.52760,667.92277,45.97612
Plagioselmis prolonga,CRYPTOPHYTA,8/3/2018,18.0,2,103,620.59892,52641.01885,84.82293
Teleaulax sp.,CRYPTOPHYTA,8/3/2018,18.0,2,32,192.80743,97723.13316,506.84319
Eucapsis microscopica,CYANOPHYCEAE,8/3/2018,18.0,2,284,60746.39149,10909.70130,0.17959
Akashiwo sanguinea,DINOPHYCEAE,8/3/2018,18.0,2,1,7.26380,306699.23099,42222.96960
Heterocapsa rotundata,DINOPHYCEAE,8/3/2018,18.0,2,33,198.83266,20821.69030,104.71967
Heterocapsa sp.,DINOPHYCEAE,8/3/2018,18.0,2,2,12.05046,5653.40440,469.14411
Phalacroma oxytoxoides,DINOPHYCEAE,8/3/2018,18.0,2,1,6.02523,25314.12773,4201.35303
Prorocentrum micans,DINOPHYCEAE,8/3/2018,18.0,2,3,18.07570,229455.02715,12694.11799
Protoperidinium sp.,DINOPHYCEAE,8/3/2018,18.0,2,1,0.40000,6219.57231,15548.77611
Tripos sp.,DINOPHYCEAE,8/3/2018,18.0,2,2,12.05046,588168.58386,48808.78944
Unknown Dinoflagellate,DINOPHYCEAE,8/3/2018,18.0,2,1,6.02523,2220.98030,368.61323
Unknown Dinoflagellate,DINOPHYCEAE,8/3/2018,18.0,2,1,7.26380,7823.41664,1077.04177
Unknown Dinoflagellate,DINOPHYCEAE,8/3/2018,18.0,2,1,7.26380,34975.27441,4815.01027
Heterosigma akashiwo,RAPHIDOPHYCEAE,8/3/2018,18.0,2,1,6.02523,4416.72219,733.03767
Unknown Raphidophyte,RAPHIDOPHYCEAE,8/3/2018,18.0,2,3,641.68723,5249.78697,8.18122
Actinoptychus senarius,BACILLARIOPHYTA,8/3/2018,22.0,2,2,14.52760,33134.47049,2280.79434
Chaetoceros sp.,BACILLARIOPHYTA,8/3/2018,22.0,2,1,9.50648,1493.27274,157.07950
Cyclotella sp.,BACILLARIOPHYTA,8/3/2018,22.0,2,1,9.50648,806.36728,84.82293
Epithemia sp.,BACILLARIOPHYTA,8/3/2018,22.0,2,1,7.26380,15188.54717,2090.99176
Navicula spp.,BACILLARIOPHYTA,8/3/2018,22.0,2,1,7.26380,115845.13736,15948.28164
Nitzschia spp.,BACILLARIOPHYTA,8/3/2018,22.0,2,4,38.02591,2091.42506,55.00000
Odontella aurita,BACILLARIOPHYTA,8/3/2018,22.0,2,2,14.52760,57985.32336,3991.39009
Paralia sulcata,BACILLARIOPHYTA,8/3/2018,22.0,2,6,2.40002,1130.98365,471.23850
Plagiolemma confusum,BACILLARIOPHYTA,8/3/2018,22.0,2,5,2.00002,19101.05720,9550.43360
Skeletonema sp.,BACILLARIOPHYTA,8/3/2018,22.0,2,4,38.02591,1343.94547,35.34289
Thalassiosira spp.,BACILLARIOPHYTA,8/3/2018,22.0,2,5,47.53239,11946.18191,251.32720
Thalassiosira spp.,BACILLARIOPHYTA,8/3/2018,22.0,2,1,7.26380,16567.23525,2280.79434
Thalassiosira spp.,BACILLARIOPHYTA,8/3/2018,22.0,2,1,7.26380,82379.77856,11341.13990
Unknown Diatom,BACILLARIOPHYTA,8/3/2018,22.0,2,5,2138.95745,30238.77296,14.13716
Unknown Diatom,BACILLARIOPHYTA,8/3/2018,22.0,2,164,1559.06232,91836.27345,58.90481
Unknown Diatom,BACILLARIOPHYTA,8/3/2018,22.0,2,1,9.50648,1418.60910,149.22553
Plagioselmis prolonga,CRYPTOPHYTA,8/3/2018,22.0,2,107,1017.19310,93950.74764,92.36275
Teleaulax sp.,CRYPTOPHYTA,8/3/2018,22.0,2,18,171.11660,75888.12059,443.48779
Eucapsis microscopica,CYANOPHYCEAE,8/3/2018,22.0,2,232,99247.62553,17824.30072,0.17959
Akashiwo sanguinea,DINOPHYCEAE,8/3/2018,22.0,2,1,0.40000,20655.95028,51639.36203
Heterocapsa rotundata,DINOPHYCEAE,8/3/2018,22.0,2,3,28.51943,806.36728,28.27431
Prorocentrum micans,DINOPHYCEAE,8/3/2018,22.0,2,1,7.26380,111619.65564,15366.56389
Actinoptychus senarius,BACILLARIOPHYTA,8/3/2018,27.0,2,1,7.26380,12356.96678,1701.17099
Cyclotella sp.,BACILLARIOPHYTA,8/3/2018,27.0,2,1,7.26380,5590.87140,769.68955
Nitzschia spp.,BACILLARIOPHYTA,8/3/2018,27.0,2,4,46.24773,1526.17504,33.00000
Paralia sulcata,BACILLARIOPHYTA,8/3/2018,27.0,2,2,0.80001,738.90932,923.62746
Plagiolemma confusum,BACILLARIOPHYTA,8/3/2018,27.0,2,1,0.40000,3458.29667,8645.65568
Pleurosigma sp.,BACILLARIOPHYTA,8/3/2018,27.0,2,1,0.40000,2137.22126,5343.00000
Skeletonema sp.,BACILLARIOPHYTA,8/3/2018,27.0,2,13,150.30512,5312.21687,35.34289
Thalassiosira spp.,BACILLARIOPHYTA,8/3/2018,27.0,2,12,138.74319,34869.93639,251.32720
Thalassiosira spp.,BACILLARIOPHYTA,8/3/2018,27.0,2,3,1.20001,1634.27137,1361.87927
Thalassiosira spp.,BACILLARIOPHYTA,8/3/2018,27.0,2,1,7.26380,156932.33716,21604.71443
Unknown Diatom,BACILLARIOPHYTA,8/3/2018,27.0,2,7,998.18014,14111.42738,14.13716
Unknown Diatom,BACILLARIOPHYTA,8/3/2018,27.0,2,131,1514.61311,89218.00131,58.90481
Cryptomonas spp.,CRYPTOPHYTA,8/3/2018,27.0,2,1,7.26380,5324.63943,733.03767
Plagioselmis prolonga,CRYPTOPHYTA,8/3/2018,27.0,2,124,1433.67959,121608.90316,84.82293
Teleaulax sp.,CRYPTOPHYTA,8/3/2018,27.0,2,15,173.42898,87901.29799,506.84319
Eucapsis microscopica,CYANOPHYCEAE,8/3/2018,27.0,2,545,77715.45390,13957.24697,0.17959
Heterocapsa rotundata,DINOPHYCEAE,8/3/2018,27.0,2,2,23.12386,2058.29486,89.01172
Unknown Dinoflagellate,DINOPHYCEAE,8/3/2018,27.0,2,1,0.40000,460.14279,1150.34554
Pseudopedinella pyriformis,RAPHIDOPHYCEAE,8/3/2018,27.0,2,2,23.12386,64073.50812,2770.88238
Actinoptychus senarius,BACILLARIOPHYTA,8/3/2018,32.0,2,1,6.79034,4506.48380,663.66089
Nitzschia spp.,BACILLARIOPHYTA,8/3/2018,32.0,2,7,47.53239,1996.36028,42.00000
Paralia sulcata,BACILLARIOPHYTA,8/3/2018,32.0,2,1,6.79034,3226.53574,475.16549
Plagiolemma confusum,BACILLARIOPHYTA,8/3/2018,32.0,2,2,0.80001,5101.99291,6377.42770
Skeletonema sp.,BACILLARIOPHYTA,8/3/2018,32.0,2,10,67.90341,2399.90262,35.34289
Thalassiosira spp.,BACILLARIOPHYTA,8/3/2018,32.0,2,11,74.69375,18772.57158,251.32720
Thalassiosira spp.,BACILLARIOPHYTA,8/3/2018,32.0,2,1,0.40000,14216.77864,35541.59307
Unknown Diatom,BACILLARIOPHYTA,8/3/2018,32.0,2,3,1283.37447,18143.26378,14.13716
Unknown Diatom,BACILLARIOPHYTA,8/3/2018,32.0,2,116,787.67957,46398.11725,58.90481
Cryptomonas spp.,CRYPTOPHYTA,8/3/2018,32.0,2,2,13.58068,7281.48231,536.16469
Plagioselmis prolonga,CRYPTOPHYTA,8/3/2018,32.0,2,116,787.67957,66813.28883,84.82293
Teleaulax sp.,CRYPTOPHYTA,8/3/2018,32.0,2,30,203.71023,103249.14367,506.84319
Unknown Cryptophyte,CRYPTOPHYTA,8/3/2018,32.0,2,3,1283.37447,10751.56372,8.37757
Eucapsis microscopica,CYANOPHYCEAE,8/3/2018,32.0,2,320,136893.27660,24585.24237,0.17959
Unknown Cyanophyte,CYANOPHYCEAE,8/3/2018,32.0,2,67,26.80027,378.87952,14.13716
Heterocapsa rotundata,DINOPHYCEAE,8/3/2018,32.0,2,7,47.53239,3733.18185,78.53975
Unknown Dinoflagellate,DINOPHYCEAE,8/3/2018,32.0,2,2,13.58068,5688.65805,418.87867
Chaetoceros sp.,BACILLARIOPHYTA,8/3/2018,36.0,2,1,13.36848,1889.92331,141.37155
Navicula spp.,BACILLARIOPHYTA,8/3/2018,36.0,2,1,0.40000,235.62159,589.04812
Nitzschia spp.,BACILLARIOPHYTA,8/3/2018,36.0,2,16,213.89574,6844.66383,32.00000
Nitzschia spp.,BACILLARIOPHYTA,8/3/2018,36.0,2,1,7.26380,4358.28035,600.00000
Paralia sulcata,BACILLARIOPHYTA,8/3/2018,36.0,2,7,50.84660,40493.88284,796.39307
Plagiolemma confusum,BACILLARIOPHYTA,8/3/2018,36.0,2,1,7.26380,39432.75827,5428.66752
Thalassiosira eccentrica,BACILLARIOPHYTA,8/3/2018,36.0,2,2,0.80001,23818.51567,29772.84843
Thalassiosira spp.,BACILLARIOPHYTA,8/3/2018,36.0,2,6,80.21090,31498.72184,392.69875
Thalassiosira spp.,BACILLARIOPHYTA,8/3/2018,36.0,2,1,13.36848,398017.84914,29772.84843
Tryblionella compressa,BACILLARIOPHYTA,8/3/2018,36.0,2,1,13.36848,8599.15106,643.24055
Unknown Diatom,BACILLARIOPHYTA,8/3/2018,36.0,2,10,4277.91489,60477.54593,14.13716
Unknown Diatom,BACILLARIOPHYTA,8/3/2018,36.0,2,127,1697.79747,100008.44183,58.90481
Plagioselmis prolonga,CRYPTOPHYTA,8/3/2018,36.0,2,142,1898.32473,161021.46603,84.82293
Teleaulax sp.,CRYPTOPHYTA,8/3/2018,36.0,2,2,26.73697,11857.51884,443.48779
Eucapsis microscopica,CYANOPHYCEAE,8/3/2018,36.0,2,464,198495.25106,35648.60144,0.17959
Unknown Dinoflagellate,DINOPHYCEAE,8/3/2018,36.0,2,1,0.40000,938.29755,2345.72053
Unknown Raphidophyte,RAPHIDOPHYCEAE,8/3/2018,36.0,2,26,11122.57872,157241.61941,14.13715
Unknown Raphidophyte,RAPHIDOPHYCEAE,8/3/2018,36.0,2,2,26.73697,419.98296,15.70795
Achnanthidium minutissimum,BACILLARIOPHYTA,8/14/2018,6.0,2,24,420.77851,10575.30858,25.13272
Achnanthidium sp.,BACILLARIOPHYTA,8/14/2018,6.0,2,1,17.53244,936.35545,53.40703
Aulacoseira sp.,BACILLARIOPHYTA,8/14/2018,6.0,2,4,4.00004,3820.21144,955.04336
Chaetoceros sp.,BACILLARIOPHYTA,8/14/2018,6.0,2,2,35.06488,3442.48326,98.17469
Cocconeis sp.,BACILLARIOPHYTA,8/14/2018,6.0,2,6,105.19463,65434.72182,622.03482
Cyclotella meneghiniana,BACILLARIOPHYTA,8/14/2018,6.0,2,2,35.06488,13769.93304,392.69875
Cyclotella sp.,BACILLARIOPHYTA,8/14/2018,6.0,2,4,70.12975,5948.61107,84.82293
Cyclotella sp.,BACILLARIOPHYTA,8/14/2018,6.0,2,1,17.53244,21150.61716,1206.37056
Fragilaria construens,BACILLARIOPHYTA,8/14/2018,6.0,2,1,17.53244,12723.41813,725.70729
Navicula spp.,BACILLARIOPHYTA,8/14/2018,6.0,2,1,18.15950,26014.66691,1432.56504
Nitzschia spp.,BACILLARIOPHYTA,8/14/2018,6.0,2,8,140.25950,3366.22811,24.00000
Paralia sulcata,BACILLARIOPHYTA,8/14/2018,6.0,2,1,17.53244,11503.95286,656.15249
Pseudo-nitzschia sp.,BACILLARIOPHYTA,8/14/2018,6.0,2,2,35.06488,2033.76282,58.00000
Rhopalodia gibba,BACILLARIOPHYTA,8/14/2018,6.0,2,1,18.15950,26516.61149,1460.20592
Skeletonema sp.,BACILLARIOPHYTA,8/14/2018,6.0,2,3,52.59731,5163.72489,98.17469
Staurosira venter,BACILLARIOPHYTA,8/14/2018,6.0,2,2,35.06488,4130.97991,117.80963
Synedra sp.,BACILLARIOPHYTA,8/14/2018,6.0,2,1,1.00001,1730.87623,1730.85901
Thalassiosira spp.,BACILLARIOPHYTA,8/14/2018,6.0,2,4,70.12975,33323.23797,475.16549
Thalassiosira spp.,BACILLARIOPHYTA,8/14/2018,6.0,2,1,1.00001,1206.38256,1206.37056
Tryblionella debilis,BACILLARIOPHYTA,8/14/2018,6.0,2,1,17.53244,25777.31466,1470.26412
Unknown Diatom,BACILLARIOPHYTA,8/14/2018,6.0,2,1,1069.47872,30238.77296,28.27431
Unknown Diatom,BACILLARIOPHYTA,8/14/2018,6.0,2,32,561.03802,33047.83930,58.90481
Unknown Diatom,BACILLARIOPHYTA,8/14/2018,6.0,2,1,17.53244,2858.06866,163.01604
Oedogonium sp.,CHLOROPHYTA,8/14/2018,6.0,2,5,5.00005,288636.45237,57726.71625
Scenedesmus sp.,CHLOROPHYTA,8/14/2018,6.0,2,2,35.06488,367.19821,10.47197
Cryptomonas spp.,CRYPTOPHYTA,8/14/2018,6.0,2,1,18.15950,10345.01374,569.67499
Plagioselmis prolonga,CRYPTOPHYTA,8/14/2018,6.0,2,197,3453.89030,292969.09544,84.82293
Teleaulax sp.,CRYPTOPHYTA,8/14/2018,6.0,2,1,17.53244,8886.19679,506.84319
Eucapsis microscopica,CYANOPHYCEAE,8/14/2018,6.0,2,449,480195.94681,86240.42052,0.17959
Heterocapsa rotundata,DINOPHYCEAE,8/14/2018,6.0,2,7,122.72707,3470.02313,28.27431
Unknown Raphidophyte,RAPHIDOPHYCEAE,8/14/2018,6.0,2,7,7486.35106,105835.70537,14.13716
Achnanthidium minutissimum,BACILLARIOPHYTA,8/14/2018,13.0,2,14,172.10002,12165.02361,70.68578
Actinocyclus sp.,BACILLARIOPHYTA,8/14/2018,13.0,2,3,2.00002,25015.15921,12507.45519
Actinoptychus senarius,BACILLARIOPHYTA,8/14/2018,13.0,2,3,36.87858,24474.86892,663.66089
Chaetoceros spp.,BACILLARIOPHYTA,8/14/2018,13.0,2,2,24.58572,9268.58941,376.99080
Cocconeis sp.,BACILLARIOPHYTA,8/14/2018,13.0,2,3,36.87858,15293.17253,414.68988
Craticula sp.,BACILLARIOPHYTA,8/14/2018,13.0,2,1,12.29286,3649.50708,296.88026
Cyclotella sp.,BACILLARIOPHYTA,8/14/2018,13.0,2,7,86.05001,12165.02361,141.37155
Encyonema sp.,BACILLARIOPHYTA,8/14/2018,13.0,2,1,0.66667,586.77263,880.15018
Fragilaria brevistriata,BACILLARIOPHYTA,8/14/2018,13.0,2,1,12.29286,1129.60933,91.89151
Gyrosigma fasciola,BACILLARIOPHYTA,8/14/2018,13.0,2,1,12.29286,40935.22010,3330.00000
Nitzschia spp.,BACILLARIOPHYTA,8/14/2018,13.0,2,7,86.05001,1893.10027,22.00000
Nitzschia spp.,BACILLARIOPHYTA,8/14/2018,13.0,2,3,36.87858,3595.66123,97.50000
Paralia sulcata,BACILLARIOPHYTA,8/14/2018,13.0,2,7,4.66671,4310.30436,923.62746
Pseudo-nitzschia sp.,BACILLARIOPHYTA,8/14/2018,13.0,2,2,24.58572,2261.88604,92.00000
Skeletonema sp.,BACILLARIOPHYTA,8/14/2018,13.0,2,11,135.22145,13275.32338,98.17469
Staurosira venter,BACILLARIOPHYTA,8/14/2018,13.0,2,5,61.46429,2172.32564,35.34289
Thalassiosira spp.,BACILLARIOPHYTA,8/14/2018,13.0,2,14,172.10002,43253.41727,251.32720
Thalassiosira spp.,BACILLARIOPHYTA,8/14/2018,13.0,2,2,24.58572,18923.37005,769.68955
Unknown Diatom,BACILLARIOPHYTA,8/14/2018,13.0,2,1,712.98582,10079.59099,14.13716
Unknown Diatom,BACILLARIOPHYTA,8/14/2018,13.0,2,87,1069.47872,62997.44367,58.90481
Unknown Diatom,BACILLARIOPHYTA,8/14/2018,13.0,2,1,12.29286,2915.74320,237.19000
Oedogonium sp.,CHLOROPHYTA,8/14/2018,13.0,2,5,3.33337,54185.98519,16255.63386
Scenedesmus sp.,CHLOROPHYTA,8/14/2018,13.0,2,4,49.17144,514.92163,10.47197
Cryptomonas spp.,CRYPTOPHYTA,8/14/2018,13.0,2,1,0.66667,424.46794,636.69557
Plagioselmis prolonga,CRYPTOPHYTA,8/14/2018,13.0,2,114,1401.38591,118869.65924,84.82293
Teleaulax sp.,CRYPTOPHYTA,8/14/2018,13.0,2,18,221.27146,75307.28899,340.33892
Eucapsis microscopica,CYANOPHYCEAE,8/14/2018,13.0,2,335,238850.24823,42896.12602,0.17959
Heterocapsa rotundata,DINOPHYCEAE,8/14/2018,13.0,2,9,110.63573,5018.94117,45.36456
Unknown Raphidophyte,RAPHIDOPHYCEAE,8/14/2018,13.0,2,3,2138.95745,30238.77296,14.13716
Unknown Raphidophyte,RAPHIDOPHYCEAE,8/14/2018,13.0,2,1,12.29286,347.57210,28.27431
Actinocyclus sp.,BACILLARIOPHYTA,8/14/2018,18.0,2,1,8.55583,201269.27285,23524.22592
Actinoptychus senarius,BACILLARIOPHYTA,8/14/2018,18.0,2,2,14.52760,44179.29399,3041.05912
Actinoptychus sp.,BACILLARIOPHYTA,8/14/2018,18.0,2,2,17.11166,90420.65089,5284.15438
Chaetoceros spp.,BACILLARIOPHYTA,8/14/2018,18.0,2,6,51.33498,28222.85477,549.77825
Cocconeis sp.,BACILLARIOPHYTA,8/14/2018,18.0,2,1,8.55583,3427.06094,400.55273
Cyclotella sp.,BACILLARIOPHYTA,8/14/2018,18.0,2,1,8.55583,3359.86366,392.69875
Cymbella sp.,BACILLARIOPHYTA,8/14/2018,18.0,2,1,0.40000,186.69279,466.72732
Fragilariopsis sp.,BACILLARIOPHYTA,8/14/2018,18.0,2,1,8.55583,7112.15940,831.26471
Guinardia sp.,BACILLARIOPHYTA,8/14/2018,18.0,2,1,8.55583,64536.26123,7542.95759
Navicula spp.,BACILLARIOPHYTA,8/14/2018,18.0,2,1,8.55583,10644.04808,1244.06964
Odontella aurita,BACILLARIOPHYTA,8/14/2018,18.0,2,1,8.55583,52037.56841,6082.11824
Paralia sulcata,BACILLARIOPHYTA,8/14/2018,18.0,2,3,25.66749,17034.50877,663.66089
Plagiolemma confusum,BACILLARIOPHYTA,8/14/2018,18.0,2,2,0.80001,10046.90476,12558.50603
Pseudo-nitzschia sp.,BACILLARIOPHYTA,8/14/2018,18.0,2,28,239.56323,13894.66757,58.00000
Skeletonema sp.,BACILLARIOPHYTA,8/14/2018,18.0,2,13,111.22579,10919.55690,98.17469
Thalassionema sp.,BACILLARIOPHYTA,8/14/2018,18.0,2,1,8.55583,6622.21226,774.00000
Thalassiosira eccentrica,BACILLARIOPHYTA,8/14/2018,18.0,2,1,8.55583,497152.30644,58106.84864
Thalassiosira spp.,BACILLARIOPHYTA,8/14/2018,18.0,2,13,111.22579,209655.49255,1884.95400
Unknown Diatom,BACILLARIOPHYTA,8/14/2018,18.0,2,133,1137.92536,67029.28007,58.90481
Unknown Diatom,BACILLARIOPHYTA,8/14/2018,18.0,2,3,25.66749,5745.36686,223.83829
Unknown Diatom,BACILLARIOPHYTA,8/14/2018,18.0,2,5,42.77915,11871.21383,277.50000
Pyramimonas longicauda,CHLOROPHYTA,8/14/2018,18.0,2,1,7.26380,3894.59341,536.16469
Unknown Chlorophyte,CHLOROPHYTA,8/14/2018,18.0,2,1,8.55583,279.98864,32.72490
Octactis speculum,CHRYSOPHYCEAE,8/14/2018,18.0,2,1,0.40000,969.81848,2424.52208
Plagioselmis prolonga,CRYPTOPHYTA,8/14/2018,18.0,2,47,402.12400,74114.11258,184.30661
Teleaulax sp.,CRYPTOPHYTA,8/14/2018,18.0,2,14,119.78162,84793.99921,707.90495
Eucapsis microscopica,CYANOPHYCEAE,8/14/2018,18.0,2,219,93686.33617,16825.52525,0.17959
Gyrodinium spp.,DINOPHYCEAE,8/14/2018,18.0,2,1,7.26380,18788.37055,2586.57577
Heterocapsa rotundata,DINOPHYCEAE,8/14/2018,18.0,2,18,154.00494,16127.34558,104.71967
Heterocapsa sp.,DINOPHYCEAE,8/14/2018,18.0,2,1,8.55583,4013.91712,469.14411
Phalacroma oxytoxoides,DINOPHYCEAE,8/14/2018,18.0,2,1,0.40000,3450.12846,8625.23534
Prorocentrum micans,DINOPHYCEAE,8/14/2018,18.0,2,3,25.66749,241103.81643,9393.35410
Prorocentrum triestinum,DINOPHYCEAE,8/14/2018,18.0,2,1,0.40000,442.34027,1105.83968
Protoperidinium bipes,DINOPHYCEAE,8/14/2018,18.0,2,1,8.55583,7490.25606,875.45641
Tripos lineatus,DINOPHYCEAE,8/14/2018,18.0,2,1,8.55583,70754.24892,8269.71208
Tripos sp.,DINOPHYCEAE,8/14/2018,18.0,2,1,8.55583,212936.95939,24887.93778
Unknown Dinoflagellate,DINOPHYCEAE,8/14/2018,18.0,2,1,8.55583,2096.55493,245.04402
Unknown Dinoflagellate,DINOPHYCEAE,8/14/2018,18.0,2,1,7.26380,11866.33929,1633.62680
Unknown Dinoflagellate,DINOPHYCEAE,8/14/2018,18.0,2,1,8.55583,69670.13291,8143.00128
Heterosigma akashiwo,RAPHIDOPHYCEAE,8/14/2018,18.0,2,1,7.26380,4183.64526,575.95817
Unknown Raphidophyte,RAPHIDOPHYCEAE,8/14/2018,18.0,2,2,855.58298,12095.50919,14.13716
Actinoptychus senarius,BACILLARIOPHYTA,8/14/2018,22.0,2,1,6.68424,6173.74948,923.62746
Chaetoceros spp.,BACILLARIOPHYTA,8/14/2018,22.0,2,2,13.36848,5039.79549,376.99080
Cyclotella sp.,BACILLARIOPHYTA,8/14/2018,22.0,2,2,13.36848,1133.95399,84.82293
Nitzschia spp.,BACILLARIOPHYTA,8/14/2018,22.0,2,4,26.73697,802.10904,30.00000
Paralia sulcata,BACILLARIOPHYTA,8/14/2018,22.0,2,3,20.05273,6098.15255,304.10591
Plagiolemma confusum,BACILLARIOPHYTA,8/14/2018,22.0,2,2,0.80001,5026.59400,6283.18000
Planothidium frequentissimum,BACILLARIOPHYTA,8/14/2018,22.0,2,1,6.68424,1511.93865,226.19448
Pseudo-nitzschia sp.,BACILLARIOPHYTA,8/14/2018,22.0,2,1,6.68424,534.73936,80.00000
Skeletonema sp.,BACILLARIOPHYTA,8/14/2018,22.0,2,10,66.84242,31498.72184,471.23850
Staurosira leptostauron,BACILLARIOPHYTA,8/14/2018,22.0,2,1,0.40000,228.08170,570.19859
Thalassiosira eccentrica,BACILLARIOPHYTA,8/14/2018,22.0,2,1,6.68424,74321.23418,11118.87241
Thalassiosira spp.,BACILLARIOPHYTA,8/14/2018,22.0,2,5,33.42121,15880.60559,475.16549
Thalassiosira spp.,BACILLARIOPHYTA,8/14/2018,22.0,2,15,100.26363,136546.95917,1361.87927
Thalassiosira spp.,BACILLARIOPHYTA,8/14/2018,22.0,2,1,6.68424,347215.66060,51945.40525
Unknown Diatom,BACILLARIOPHYTA,8/14/2018,22.0,2,3,1283.37447,18143.26378,14.13716
Unknown Diatom,BACILLARIOPHYTA,8/14/2018,22.0,2,149,995.95206,58666.36942,58.90481
Unknown Diatom,BACILLARIOPHYTA,8/14/2018,22.0,2,1,7.26380,10166.25799,1399.57835
Plagioselmis prolonga,CRYPTOPHYTA,8/14/2018,22.0,2,68,454.52846,38554.43553,84.82293
Teleaulax sp.,CRYPTOPHYTA,8/14/2018,22.0,2,19,127.00060,101142.39582,796.39307
Eucapsis microscopica,CYANOPHYCEAE,8/14/2018,22.0,2,207,88552.83830,15903.57866,0.17959
Heterocapsa rotundata,DINOPHYCEAE,8/14/2018,22.0,2,18,120.31636,22679.07972,188.49540
Unknown Raphidophyte,RAPHIDOPHYCEAE,8/14/2018,22.0,2,1,427.79149,6047.75459,14.13716
Achnanthidium minutissimum,BACILLARIOPHYTA,8/14/2018,27.0,2,26,712.98582,17919.27287,25.13272
Actinoptychus senarius,BACILLARIOPHYTA,8/14/2018,27.0,2,4,109.69013,303938.43595,2770.88238
Cocconeis placentula,BACILLARIOPHYTA,8/14/2018,27.0,2,5,137.11266,60412.93317,440.60800
Cyclotella sp.,BACILLARIOPHYTA,8/14/2018,27.0,2,3,82.26759,32306.38137,392.69875
Epithemia sorex,BACILLARIOPHYTA,8/14/2018,27.0,2,1,27.42253,13714.05054,500.10155
Nitzschia spp.,BACILLARIOPHYTA,8/14/2018,27.0,2,5,137.11266,6170.06956,45.00000
Nitzschia spp.,BACILLARIOPHYTA,8/14/2018,27.0,2,1,27.42253,37020.41735,1350.00000
Paralia sulcata,BACILLARIOPHYTA,8/14/2018,27.0,2,3,82.26759,20676.08408,251.32720
Plagiolemma confusum,BACILLARIOPHYTA,8/14/2018,27.0,2,1,1.00001,10744.34468,10744.23780
Skeletonema sp.,BACILLARIOPHYTA,8/14/2018,27.0,2,10,274.22531,9234.24068,33.67392
Thalassiosira spp.,BACILLARIOPHYTA,8/14/2018,27.0,2,15,411.33797,195453.60730,475.16549
Thalassiosira spp.,BACILLARIOPHYTA,8/14/2018,27.0,2,4,109.69013,84427.34332,769.68955
Unknown Diatom,BACILLARIOPHYTA,8/14/2018,27.0,2,8,8555.82979,164633.31947,19.24224
Unknown Diatom,BACILLARIOPHYTA,8/14/2018,27.0,2,118,3235.85870,190607.65009,58.90481
Unknown Diatom,BACILLARIOPHYTA,8/14/2018,27.0,2,1,27.42253,12471.77892,454.80042
Scenedesmus sp.,CHLOROPHYTA,8/14/2018,27.0,2,4,72.63801,912.79533,12.56636
Unknown Chlorophyte,CHLOROPHYTA,8/14/2018,27.0,2,7,7.00007,45038.28224,6433.97632
Plagioselmis prolonga,CRYPTOPHYTA,8/14/2018,27.0,2,96,2632.56301,223301.70804,84.82293
Teleaulax sp.,CRYPTOPHYTA,8/14/2018,27.0,2,8,219.38025,74663.63695,340.33892
Eucapsis microscopica,CYANOPHYCEAE,8/14/2018,27.0,2,606,648104.10638,116395.75687,0.17959
Unknown Cyanophyte,CYANOPHYCEAE,8/14/2018,27.0,2,27,490.30654,38508.55300,78.53975
Heterocapsa rotundata,DINOPHYCEAE,8/14/2018,27.0,2,1,27.42253,2153.75876,78.53975
Achnanthidium minutissimum,BACILLARIOPHYTA,8/14/2018,32.0,2,8,203.71023,9599.61046,47.12385
